url_path,views_total,views_unique
/elixir-tools/elixir-tools.nvim,336,182
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir,47,11
/elixir-tools/elixir-tools.nvim/issues,22,14
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir/elixirls,22,7
/elixir-tools/elixir-tools.nvim/blob/4d003f4b41ab9b4f8b569104fa7818f048ed4e25/lua/elixir/elixirls/init.lua,22,3
/elixir-tools/elixir-tools.nvim/blob/main/queries/elixir/injections.scm,22,1
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/elixirls/init.lua,20,5
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/init.lua,15,6
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/elixirls/download.lua,8,2
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/utils.lua,8,2
