time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-09 00:00:00+00:00,77,32,11,9
2025-12-10 00:00:00+00:00,52,19,17,12
2025-12-11 00:00:00+00:00,58,20,10,6
2025-12-12 00:00:00+00:00,58,24,6,6
2025-12-13 00:00:00+00:00,72,29,19,12
2025-12-14 00:00:00+00:00,54,22,17,13
2025-12-15 00:00:00+00:00,89,32,12,10
2025-12-16 00:00:00+00:00,70,34,12,9
2025-12-17 00:00:00+00:00,82,27,17,10
2025-12-18 00:00:00+00:00,107,43,15,15
2025-12-19 00:00:00+00:00,89,36,11,10
2025-12-20 00:00:00+00:00,75,26,7,6
2025-12-21 00:00:00+00:00,46,18,7,6
2025-12-22 00:00:00+00:00,84,29,15,11
