time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-23 00:00:00+00:00,52,17,29,14
2023-09-24 00:00:00+00:00,41,19,22,8
2023-09-25 00:00:00+00:00,75,35,64,29
2023-09-26 00:00:00+00:00,47,26,45,26
2023-09-27 00:00:00+00:00,85,33,71,31
2023-09-28 00:00:00+00:00,67,30,78,26
2023-09-29 00:00:00+00:00,91,33,46,27
2023-09-30 00:00:00+00:00,79,13,48,13
2023-10-01 00:00:00+00:00,45,19,44,24
2023-10-02 00:00:00+00:00,181,90,80,22
2023-10-03 00:00:00+00:00,91,55,80,34
2023-10-04 00:00:00+00:00,62,36,45,19
2023-10-05 00:00:00+00:00,76,40,34,22
2023-10-06 00:00:00+00:00,45,26,40,24
