url_path,views_total,views_unique
/elixir-tools/elixir-tools.nvim,323,187
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir,38,9
/elixir-tools/elixir-tools.nvim/issues,21,8
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/init.lua,13,4
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/elixirls/init.lua,13,3
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir/elixirls,12,3
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/nextls/init.lua,10,4
/elixir-tools/elixir-tools.nvim/blob/8f573b0b089567aa9c544b029000c97e715e5f58/lua/elixir/utils.lua,10,1
/elixir-tools/elixir-tools.nvim/tree/main/bin,8,2
/elixir-tools/elixir-tools.nvim/tree/main/ftplugin,6,2
