time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-19 00:00:00+00:00,112,34,8,8
2026-01-20 00:00:00+00:00,75,22,17,13
2026-01-21 00:00:00+00:00,67,25,11,10
2026-01-22 00:00:00+00:00,74,25,12,11
2026-01-23 00:00:00+00:00,65,21,21,7
2026-01-24 00:00:00+00:00,53,22,1,1
2026-01-25 00:00:00+00:00,65,24,2,2
2026-01-26 00:00:00+00:00,58,20,16,12
2026-01-27 00:00:00+00:00,74,23,6,6
2026-01-28 00:00:00+00:00,87,31,13,4
2026-01-29 00:00:00+00:00,51,21,10,9
2026-01-30 00:00:00+00:00,54,22,16,4
2026-01-31 00:00:00+00:00,64,25,5,5
2026-02-01 00:00:00+00:00,52,20,7,3
