time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-11 00:00:00+00:00,91,35,46,20
2023-09-12 00:00:00+00:00,85,29,72,32
2023-09-13 00:00:00+00:00,104,36,124,25
2023-09-14 00:00:00+00:00,137,36,62,25
2023-09-15 00:00:00+00:00,187,69,37,16
2023-09-16 00:00:00+00:00,94,40,43,18
2023-09-17 00:00:00+00:00,74,22,17,11
2023-09-18 00:00:00+00:00,106,35,43,19
2023-09-19 00:00:00+00:00,126,55,28,13
2023-09-20 00:00:00+00:00,117,49,31,22
2023-09-21 00:00:00+00:00,132,30,44,26
2023-09-22 00:00:00+00:00,74,28,39,16
2023-09-23 00:00:00+00:00,52,17,29,14
2023-09-24 00:00:00+00:00,33,14,11,7
