time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-20 00:00:00+00:00,69,26,6,6
2026-05-21 00:00:00+00:00,71,23,2,2
2026-05-22 00:00:00+00:00,74,26,17,4
2026-05-23 00:00:00+00:00,78,30,3,3
2026-05-24 00:00:00+00:00,61,26,4,3
2026-05-25 00:00:00+00:00,68,25,9,5
2026-05-26 00:00:00+00:00,61,25,3,2
2026-05-27 00:00:00+00:00,108,42,3,1
2026-05-28 00:00:00+00:00,70,27,4,2
2026-05-29 00:00:00+00:00,71,32,2,2
2026-05-30 00:00:00+00:00,82,32,28,9
2026-05-31 00:00:00+00:00,71,35,25,4
2026-06-01 00:00:00+00:00,60,31,10,6
2026-06-02 00:00:00+00:00,61,30,6,4
