url_path,views_total,views_unique
/elixir-tools/elixir-tools.nvim,228,130
/elixir-tools/elixir-tools.nvim/issues,23,12
/elixir-tools/elixir-tools.nvim/blob/main/README.md,10,5
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir,10,4
/elixir-tools/elixir-tools.nvim/releases/tag/v0.16.0,7,6
/elixir-tools/elixir-tools.nvim/pulls,6,4
/elixir-tools/elixir-tools.nvim/releases,5,3
/elixir-tools/elixir-tools.nvim/tree/main,4,3
/elixir-tools/elixir-tools.nvim/blob/main/doc/elixir-tools.nvim.txt,4,2
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/init.lua,4,2
