time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-10 00:00:00+00:00,23,11,45,15
2024-09-11 00:00:00+00:00,19,5,35,13
2024-09-12 00:00:00+00:00,21,8,25,20
2024-09-13 00:00:00+00:00,29,11,14,8
2024-09-14 00:00:00+00:00,23,9,32,16
2024-09-15 00:00:00+00:00,21,10,11,9
2024-09-16 00:00:00+00:00,33,13,48,12
2024-09-17 00:00:00+00:00,21,7,24,11
2024-09-18 00:00:00+00:00,21,7,17,14
2024-09-19 00:00:00+00:00,19,8,23,11
2024-09-20 00:00:00+00:00,20,9,77,12
2024-09-21 00:00:00+00:00,20,6,40,10
2024-09-22 00:00:00+00:00,16,5,9,5
2024-09-23 00:00:00+00:00,23,10,15,12
