time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-29 00:00:00+00:00,72,25,51,10
2025-05-30 00:00:00+00:00,76,21,15,7
2025-05-31 00:00:00+00:00,67,26,28,13
2025-06-01 00:00:00+00:00,52,19,6,6
2025-06-02 00:00:00+00:00,83,24,21,8
2025-06-03 00:00:00+00:00,98,29,48,18
2025-06-04 00:00:00+00:00,122,35,6,5
2025-06-05 00:00:00+00:00,93,27,16,12
2025-06-06 00:00:00+00:00,136,40,10,8
2025-06-07 00:00:00+00:00,93,32,3,3
2025-06-08 00:00:00+00:00,88,33,15,12
2025-06-09 00:00:00+00:00,102,36,16,13
2025-06-10 00:00:00+00:00,110,28,21,10
2025-06-11 00:00:00+00:00,79,27,25,16
