url_path,views_total,views_unique
/elixir-tools/elixir-tools.nvim,249,142
/elixir-tools/elixir-tools.nvim/issues,24,13
/elixir-tools/elixir-tools.nvim/blob/main/README.md,18,6
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir,9,4
/elixir-tools/elixir-tools.nvim/releases/tag/v0.16.0,7,6
/elixir-tools/elixir-tools.nvim/releases,7,4
/elixir-tools/elixir-tools.nvim/pulls,6,4
/elixir-tools/elixir-tools.nvim/tree/main/doc,6,3
/elixir-tools/elixir-tools.nvim/tree/main,5,3
/elixir-tools/elixir-tools.nvim/blob/main/doc/elixir-tools.nvim.txt,4,2
