time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-06 00:00:00+00:00,136,40,10,8
2025-06-07 00:00:00+00:00,93,32,3,3
2025-06-08 00:00:00+00:00,88,33,15,12
2025-06-09 00:00:00+00:00,102,36,16,13
2025-06-10 00:00:00+00:00,110,28,21,10
2025-06-11 00:00:00+00:00,100,35,26,17
2025-06-12 00:00:00+00:00,67,25,20,13
2025-06-13 00:00:00+00:00,65,25,20,13
2025-06-14 00:00:00+00:00,84,26,12,5
2025-06-15 00:00:00+00:00,53,21,12,12
2025-06-16 00:00:00+00:00,114,42,17,7
2025-06-17 00:00:00+00:00,97,49,44,8
2025-06-18 00:00:00+00:00,63,26,31,18
2025-06-19 00:00:00+00:00,105,28,9,6
