time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-22 00:00:00+00:00,83,40,20,19
2025-10-23 00:00:00+00:00,39,30,5,4
2025-10-24 00:00:00+00:00,49,30,19,13
2025-10-25 00:00:00+00:00,45,33,18,9
2025-10-26 00:00:00+00:00,57,27,24,8
2025-10-27 00:00:00+00:00,61,40,9,8
2025-10-28 00:00:00+00:00,65,34,16,15
2025-10-29 00:00:00+00:00,47,26,26,18
2025-10-30 00:00:00+00:00,57,28,29,11
2025-10-31 00:00:00+00:00,32,20,24,14
2025-11-01 00:00:00+00:00,38,21,5,5
2025-11-02 00:00:00+00:00,40,20,17,11
2025-11-03 00:00:00+00:00,70,43,10,6
2025-11-04 00:00:00+00:00,40,27,18,8
