url_path,views_total,views_unique
/elixir-tools/elixir-tools.nvim,332,185
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir,31,8
/elixir-tools/elixir-tools.nvim/issues,30,11
/elixir-tools/elixir-tools.nvim/tree/main/lua/elixir/elixirls,11,3
/elixir-tools/elixir-tools.nvim/tree/main/bin,10,2
/elixir-tools/elixir-tools.nvim/blob/main/lua/elixir/elixirls/init.lua,9,2
/elixir-tools/elixir-tools.nvim/blob/main/.tool-versions,6,3
/elixir-tools/elixir-tools.nvim/tree/main/queries/elixir,6,1
/elixir-tools/elixir-tools.nvim/pulls,5,4
/elixir-tools/elixir-tools.nvim/issues/182,5,3
